account,campaign_name,adgroup_name,keyword,local_date,impressions,clicks,cost,currency,media_source,portal
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-03-05,13878,2028,393.22,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-19,819,378,9.78,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-04,110,58,3.17,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-07,8,4,0.35,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-04,1,1,0.05,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-20,75,37,0.77,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-02-28,11968,2364,457.88,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-02-09,12674,1990,352.93,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-06,1,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-07,14,3,0.1,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-22,711,336,9.52,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-02-23,11261,2371,453.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-17,9,4,0.3,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-18,20,11,0.48,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-05,114,64,1.6,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-12,1,1,0.01,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-20,22925,10889,249.83,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-20,757,346,8.18,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-04,131,64,1.74,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-19,23558,11227,256.23,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-24,27,13,0.19,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-16,8,4,0.18,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-15,9,4,0.15,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-03,1,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-12,999,270,33.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-02,17,7,0.24,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-25,1170,315,36.01,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-23,69,39,0.93,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-12,21,9,0.36,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-01,23116,11387,257.41,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-22,94,46,1.33,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-23,8,5,0.44,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-25,25,9,0.25,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-13,735,335,8.42,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-25,11,4,0.19,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-09,131816,1223,333.42,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-28,421267,1864,571.05,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_MW_CPC,Brand|B,vinted,2019-03-09,18,5,0.26,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-26,801,360,12.7,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-03-05,29205,106,79.74,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-17,315201,1923,610.17,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-02-28,9386,40,22.18,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-04,272747,1316,373.98,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-21,91,47,0.74,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-21,732,336,7.52,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-03-07,10919,1696,343.48,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-03-06,295960,2635,604.51,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-02,81,46,1.21,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-27,7,1,0.16,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-28,27,11,0.18,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-06,26660,15555,420.79,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-25,94,43,0.81,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-22,20965,9998,231.4,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-06,9,2,0.15,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-22,23,11,0.35,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-28,74,33,0.46,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-10,20,10,0.13,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-08,72,41,2.02,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-09,59,38,1.9,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-27,774,390,11.94,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-05,22,5,0.15,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-04,93,53,1.26,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-11,1106,269,29.72,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-07,27,13,0.65,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-02-04,5737,16,6.84,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-05,29,9,0.13,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-03-10,15708,91,37.71,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-27,94,42,0.89,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-03-02,732,350,9.55,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-03,11,4,0.8,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-23,1,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-09,6,2,0.28,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-11,0,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-11,775,353,9.46,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-09,77,50,2.63,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-14,76,36,1.81,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-08,0,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-18,10,4,0.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-01,23,15,0.46,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-01,79,38,1.13,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-05,734,234,23.06,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-06,98,56,1.65,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-28,25,13,0.55,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-07,27,18,0.4,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-14,20572,9862,246.05,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-06,29,18,0.3,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-19,1072,308,33.64,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-01,61,29,0.46,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-04,22,6,0.5,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-13,665,176,21.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-23,837,240,26.09,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-10,19,7,0.27,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-08,21,9,0.32,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-16,15,9,0.24,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-06,109,68,1.49,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-18,29,15,0.24,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-22,60,26,0.45,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-03-01,763,368,9.68,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-22,8,3,0.26,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-17,98,53,3.1,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-08,719,346,11.17,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-17,1,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-17,720,318,7.32,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-02,67,36,1.1,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-09,67,37,0.73,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-09,811,219,24.18,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-02,107,51,1.57,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-21,1025,248,27.62,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-08,81,33,0.72,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-17,112,57,1.3,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-10,695,200,22.5,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-19,699,200,21.55,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-08,2,2,0.03,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-09,107,55,1.94,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-06,25,10,0.87,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-09,536,147,15.12,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-19,84,50,0.94,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-05,79,35,0.63,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-12,19,12,0.46,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-17,656,180,18.6,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-11,24,10,0.49,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-02,18,12,0.35,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-28,88,48,0.72,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-10,124,75,1.42,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-16,633,294,6.92,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-19,5,1,0.01,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-07,0,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-15,74,38,1.96,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-03-09,744,399,12.65,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-04,7,2,0.02,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-05,90,54,1.51,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-06,0,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-15,11,5,0.15,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-23,4,1,0.28,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-08,22,14,0.68,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-24,17636,8476,189.44,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-09,70,32,0.99,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-04,1144,310,35.29,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-08,1014,501,20.58,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-03-02,15,3,0.2,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-21,22,8,0.41,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-03-09,4,2,0.04,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-05,1062,283,30.78,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-28,622,184,18.18,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-17,61,30,1.13,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-19,13,5,0.28,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-10,15,8,0.19,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-27,90,45,1.12,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-08,591,165,17.33,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-22,77,40,0.69,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-15,20235,9641,219.65,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-27,1171,337,36.52,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-03-08,384,200,7.88,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-05,8,1,0.12,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-13,1,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-03-03,843,389,9.27,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-07,82,47,1.25,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-12,6,4,0.25,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-12,72,40,1.61,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-03-01,1,0,0.0,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-03-05,28,12,0.35,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-06,317354,1630,504.54,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-04,702,196,19.87,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-06,10,4,0.23,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-10,120,55,1.43,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-12,88,41,1.05,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-07,1007,373,39.84,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-13,83,50,3.09,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-03,130,72,1.93,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-18,90,56,3.16,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-27,68,29,1.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-02,18819,9457,229.01,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-24,10,4,0.15,EUR,Google,fr
